Car_Price,Car_name,Mileage,Car_year,Location,Creation_date,FuelType,Contect_method,Page
"EGP 450,000",سبيرانزا تيجوو 2010 اوتوماتيك,No Mileage,2010,"GCV, Obour City•",2 days ago,2010,Call,31
"EGP 1,900,000",iD-Unux Ultra 2024,No Mileage,2024,"5th Settlement, New Cairo•",2 days ago,2024,Call,31
"EGP 950,000",بيجو 2008 2022,No Mileage,2022,"Mohandessin, Giza•",2 days ago,2022,Chat,31
"EGP 275,000",أوبل كورسا 2004,No Mileage,2004,"Sidi Beshr, Alexandria•",2 days ago,2004,Call,31
"EGP 910,000",رينو ميجان 2020,No Mileage,2020,"Mokattam, Cairo•",2 days ago,2020,Call,31
"EGP 1,390,000",كيا سبورتاج بلاك اديشن ٢٢/ Kia Sportage,No Mileage,2022,"Al Amiriyyah, Cairo•",2 days ago,2022,Call,31
"EGP 600,000",هيونداي إلينترا 2018,No Mileage,2018,"6th of October, Giza•",2 days ago,2018,Chat,31
"EGP 465,000",رينو لوجان 2018,No Mileage,2018,"Nasr City, Cairo•",2 days ago,2018,Call,31
"EGP 2,550,000",Audi Q3 2024 S line,No Mileage,2024,"Dokki, Giza•",2 days ago,2024,Call,31
"EGP 1,750,000",سكودا كودياك 2021,No Mileage,2021,"Mokattam, Cairo•",2 days ago,2021,Call,31
"EGP 440,000",هيونداي أكسنت 2016 Hyundai Accent لا تحتاج اي مصاريف,No Mileage,2016,"Mit Ghamr, Dakahlia•",2 days ago,2016,Call,31
"EGP 650,000",أوبل أسترا 2017,No Mileage,2017,"Seyouf, Alexandria•",2 days ago,2017,Call,31
"EGP 750,000",فيات تيبو 2021 - Fiat Tipo فبريكا بالكامل,No Mileage,2021,"6th of October, Giza•",2 days ago,2021,Call,31
"EGP 930,000",ام جى ام جى 6 2022 فبريكا بالكامل / MG بحاله الزيرو,No Mileage,2022,"Zawya al-Hamra, Cairo•",2 days ago,2022,Call,31
"EGP 230,000",سبيرانزا إيه 516 2009,No Mileage,2009,"Matareya, Cairo•",2 days ago,2009,Call,31
"EGP 550,000",Citroen C-Elysée 2019 -سيتروين سى اليزيه ٢٠١٩,No Mileage,2019,"Abu Qir, Alexandria•",2 days ago,2019,Call,31
"EGP 180,000",شيفروليه أفيو 2006,No Mileage,2006,"Montazah, Alexandria•",2 days ago,2006,Chat,31
"EGP 295,000",هيونداي فيرنا 2012,No Mileage,2012,"Smoha, Alexandria•",2 days ago,2012,Chat,31
"EGP 1,490,000",فولكسفاغن تيجوان  2021 Volkswagen Tiguan,No Mileage,2021,"Nasr City, Cairo•",2 days ago,2021,Call,31
"EGP 1,550,000",Peugeot 5008 2022,No Mileage,2022,"Nasr City, Cairo•",2 days ago,2022,Call,31
"EGP 2,950,000",مرسيدس wakeel amg sport 2022 c180,No Mileage,2022,"Obour City, Cairo•",2 days ago,2022,Call,31
"EGP 550,000",Renault Logan 2019,No Mileage,2019,"Maadi, Cairo•",2 days ago,2019,Call,31
"EGP 295,000",هيونداي فيرنا 2006,No Mileage,2006,"Tanta, Gharbia•",2 days ago,2006,Call,31
"EGP 580,000",كيا سيراتو 2009,No Mileage,2009,"Menouf, Monufia•",2 days ago,2009,Call,31
"EGP 475,000",Peugeot 301 2015,No Mileage,2015,"Al Hadaba Al Olya, Mokattam•",2 days ago,2015,Call,31
"EGP 1,500,000",BMW 320i 2016 luxury,No Mileage,2016,"New Cairo, Cairo•",2 days ago,2016,Call,31
"EGP 825,000",Nissan Juke 2022,No Mileage,2022,"Katameya, Cairo•",2 days ago,2022,Call,31
"EGP 930,000",سكودا أوكتافيا 2014,No Mileage,2014,"Ismailia City, Ismailia•",2 days ago,2014,Call,31
"EGP 630,000",كيا سيراتو 2013,No Mileage,2013,"Menouf, Monufia•",2 days ago,2013,Call,31
"EGP 595,000",Chevrolet Optra 2022,No Mileage,2022,"Heliopolis, Cairo•",2 days ago,2022,Call,31
"EGP 330,000",Chevrolet Optra 2010,No Mileage,2010,"Baet El Masria, Hadayek October•",2 days ago,2010,Chat,31
"EGP 880,000",رينو كادجار 2019  Renault Kadgar,No Mileage,2019,"Shubra al-Khaimah, Qalyubia•",2 days ago,2019,Call,31
"EGP 560,000",بيجو 508 2012,No Mileage,2012,"Hawamdeya, Giza•",2 days ago,2012,Call,31
"EGP 1,300,000",MG HS 2025,No Mileage,2025,"1st Settlement, New Cairo•",2 days ago,2025,Chat,31
"EGP 520,000",نيسان صني 2020,No Mileage,2020,"Shubra, Cairo•",2 days ago,2020,Call,31
"EGP 360,000",شيفروليه إن 300 2019,No Mileage,2019,"Marg, Cairo•",2 days ago,2019,Call,31
"EGP 840,000",نيسان سنترا ٢٠٢٤ رخصة سنتين,No Mileage,2024,"New Cairo, Cairo•",2 days ago,2024,Call,31
"EGP 675,000",Mitsubishi Lancer 2016\ميتسوبيشي لانسر 2016,No Mileage,2016,"1st Settlement, New Cairo•",2 days ago,2016,Call,31
"EGP 3,700,000",Audi Q7 2022 wakil,No Mileage,2022,"Heliopolis, Cairo•",2 days ago,2022,Call,31
"EGP 255,000",جيلى امجراند 7 2013,No Mileage,2013,"Degla Gardens, Hadayek October•",2 days ago,2013,Call,31
"EGP 370,000",بيجو 406 2003,No Mileage,2003,"Sheikh Zayed, Giza•",2 days ago,2003,Call,31
"EGP 840,000",نيسان سنترا ٢٠٢٤ رخصة سنتين,No Mileage,2024,"New Cairo, Cairo•",2 days ago,2024,Call,32
"EGP 675,000",Mitsubishi Lancer 2016\ميتسوبيشي لانسر 2016,No Mileage,2016,"1st Settlement, New Cairo•",2 days ago,2016,Call,32
"EGP 3,700,000",Audi Q7 2022 wakil,No Mileage,2022,"Heliopolis, Cairo•",2 days ago,2022,Call,32
"EGP 255,000",جيلى امجراند 7 2013,No Mileage,2013,"Degla Gardens, Hadayek October•",2 days ago,2013,Call,32
"EGP 370,000",بيجو 406 2003,No Mileage,2003,"Sheikh Zayed, Giza•",2 days ago,2003,Call,32
"EGP 2,700,000",Jaguar E-Pace 2021,No Mileage,2021,"Rehab City, New Cairo•",2 days ago,2021,Call,32
"EGP 860,000",MINI Coupe 2012,No Mileage,2012,"New Cairo, Cairo•",2 days ago,2012,Call,32
"EGP 710,000",رينو داستر 2019,No Mileage,2019,"Quos, Qena•",2 days ago,2019,Call,32
"EGP 2,200,000",SKODA KODIAQ AMBITION 2024 KM 24000 Factory paint Agent warranty,No Mileage,2024,"New Nozha, Cairo•",2 days ago,2024,Call,32
"EGP 3,050,000",Mercedes-Benz C180 2023 وكيل,No Mileage,2023,"Mohandessin, Giza•",2 days ago,2023,Call,32
"EGP 1,200,000",Skoda Octavia 2021,No Mileage,2021,"6th of October, Giza•",2 days ago,2021,Call,32
"EGP 1,120,000",Audi A3 2015 Coupe,No Mileage,2015,"Heliopolis, Cairo•",2 days ago,2015,Call,32
"EGP 255,000",رينو لوجان 2016,No Mileage,2016,"Helwan, Cairo•",2 days ago,2016,Call,32
"EGP 2,450,000",Mercedes-Benz CLA 180 2021,No Mileage,2021,"Madinaty, Cairo•",2 days ago,2021,Call,32
"EGP 335,000",Chevrolet Optra 2007 - شيفورلية اوبترا ٢٠٠٧,No Mileage,2007,"Hadayek al-Ahram, Giza•",2 days ago,2007,Call,32
"EGP 4,750,000",Mercedes GLC300  Coupe AMG only 7000 km,No Mileage,2024,"Heliopolis, Cairo•",2 days ago,2024,Call,32
"EGP 880,000",رينو ميجان موديل 2021 تقسيط (( ضمان سنة على عربيتك المستعملة )),No Mileage,2021,"New Cairo, Cairo•",2 days ago,2021,Call,32
"EGP 2,995,000",Mercedes-Benz EQE 350 2024 Luxury with PPF,No Mileage,2024,"New Cairo, Cairo•",2 days ago,2024,Call,32
"EGP 450,000",رينو داستر 2013,No Mileage,2013,"5th Settlement, New Cairo•",2 days ago,2013,Call,32
"EGP 725,000",Subaru XV 2016 Automatic فابريقه بالكاااامل,No Mileage,2016,"Zahraa Al Maadi, Cairo•",2 days ago,2016,Call,32
"EGP 550,000",Peugeot 2008 2015  فابريكة بالكامل من الداخل والخارج,No Mileage,2015,"Tanta, Gharbia•",2 days ago,2015,Call,32
"EGP 1,275,000",Hyundai Tucson 2019,No Mileage,2019,"New Cairo, Cairo•",2 days ago,2019,Call,32
"EGP 3,030,000",Mercedes-Benz C180 2024,No Mileage,2024,"New Cairo, Cairo•",2 days ago,2024,Call,32
"EGP 400,000",شيفروليه اوبترا 2007,No Mileage,2007,"Minya al-Qamh, Sharqia•",2 days ago,2007,Call,32
"EGP 720,000",أوبل أسترا 2021,No Mileage,2021,"8th District, Nasr City•",2 days ago,2021,Call,32
"EGP 1,700,000",بي ام دبليو 218 i 2020,No Mileage,2020,"Royal Valley, 6th of October•",2 days ago,2020,Chat,32
"EGP 1,250,000",هيونداي توسان 2019,No Mileage,2019,"5th Settlement, New Cairo•",2 days ago,2019,Call,32
"EGP 715,000",جيب رينجيد 2016 Top Line,No Mileage,2016,"Hihya, Sharqia•",2 days ago,2016,Call,32
"EGP 520,000",Ford Focus 2015,No Mileage,2015,"New Maadi, Maadi•",2 days ago,2015,Call,32
"EGP 2,750,000",Mercedes-Benz C200 2022,No Mileage,2022,"Obour City, Cairo•",2 days ago,2022,Chat,32
"EGP 385,000",بايك أخرى 2016,No Mileage,2016,"Banha, Qalyubia•",2 days ago,2016,Call,32
"EGP 815,000",سكودا أوكتافيا A7 2015 اعلي فئة بانوراما وبصمة,No Mileage,2015,"Hadayek October, Giza•",2 days ago,2015,Call,32
"EGP 950,000",شيرى تيجو 7 برو 2022 Chery Tiggo pro,No Mileage,2022,"5th Settlement, New Cairo•",2 days ago,2022,Call,32
"EGP 1,350,000",Mercedes-Benz E300 2010,No Mileage,2010,"Nasr City, Cairo•",2 days ago,2010,Call,32
"EGP 370,000",شيفروليه لانوس 2016,No Mileage,2016,"Al Amiriyyah, Cairo•",2 days ago,2016,Call,32
"EGP 1,075,000",تويوتا كورولا 2021,No Mileage,2021,"Nasr City, Cairo•",2 days ago,2021,Call,32
"EGP 365,000",شيفروليه أفيو 2017,No Mileage,2017,"Agouza, Giza•",2 days ago,2017,Call,32
"EGP 1,550,000",BMW X3 Facelift  2015,No Mileage,2015,"Nasr City, Cairo•",2 days ago,2015,Call,32
"EGP 2,550,000",مرسيدس بنز سي 180 2023 _ Mercedes-Benz C180,No Mileage,2023,"Sheikh Zayed, Giza•",2 days ago,2023,Call,32
"EGP 1,220,000",Mitsubishi Outlander 2025 ميتسوبيشي آوتلاندر فئة ثانية,No Mileage,2025,"Madinaty, Cairo•",2 days ago,2025,Call,32
"EGP 650,000",Kia Carens 2010,No Mileage,2010,"1st Settlement, New Cairo•",2 days ago,2010,Call,32
"EGP 300,000",كيا سبيكترا 2001 ونج,No Mileage,2001,"Heliopolis, Cairo•",2 days ago,2001,Chat,32
"EGP 1,180,000",جي ايه سى امباو 2024 أعلي فئه للبيع مرور الشروق,No Mileage,2024,"Madinaty, Cairo•",2 days ago,2024,Call,32
"EGP 390,000",Chevrolet N300 2020,No Mileage,2020,"Zahraa Al Maadi, Cairo•",2 days ago,2020,Call,32
"EGP 230,000",دايو لانوس 2003,No Mileage,2003,"Damanhour, Beheira•",2 days ago,2003,Call,32
"EGP 650,000",Kia Carens 2010,No Mileage,2010,"1st Settlement, New Cairo•",2 days ago,2010,Call,33
"EGP 300,000",كيا سبيكترا 2001 ونج,No Mileage,2001,"Heliopolis, Cairo•",2 days ago,2001,Chat,33
"EGP 1,180,000",جي ايه سى امباو 2024 أعلي فئه للبيع مرور الشروق,No Mileage,2024,"Madinaty, Cairo•",2 days ago,2024,Call,33
"EGP 390,000",Chevrolet N300 2020,No Mileage,2020,"Zahraa Al Maadi, Cairo•",2 days ago,2020,Call,33
"EGP 230,000",دايو لانوس 2003,No Mileage,2003,"Damanhour, Beheira•",2 days ago,2003,Call,33
"EGP 375,000",رينو فلوينس 2010 - وش ال2015,No Mileage,2010,"1st Settlement, New Cairo•",2 days ago,2010,Call,33
"EGP 340,000",سوزوكي فان 2014,No Mileage,2014,"Abu Swear, Ismailia•",2 days ago,2014,Chat,33
"EGP 140,000",فيات شاهين 2005,No Mileage,2005,"El Fostat, Cairo•",2 days ago,2005,Call,33
"EGP 550,000",نيسان سنترا 2020,No Mileage,2020,"Delengat, Beheira•",2 days ago,2020,Call,33
"EGP 1,150,000",بي ام دبليو 320 2013,No Mileage,2013,"Nasr City, Cairo•",2 days ago,2013,Call,33
"EGP 550,000",Hyundai Accent 2013 اكسنت ار بي خليجي ٢٠١٣,No Mileage,2013,"Juhaynah Square, 6th of October•",2 days ago,2013,Call,33
"EGP 1,000,000",Alfa Romeo Giulietta 2020,No Mileage,2020,"5th Settlement, New Cairo•",2 days ago,2020,Call,33
"EGP 1,300,000",BMW X3 2015,No Mileage,2015,"Mokattam, Cairo•",2 days ago,2015,Call,33
"EGP 1,610,000",سكودا سوبرب 2021,No Mileage,2021,"Banha, Qalyubia•",2 days ago,2021,Call,33
"EGP 220,000",رينو لوجان 2010,No Mileage,2010,"Abu Tisht, Qena•",2 days ago,2010,Call,33
"EGP 140,000",فيات سيينا 2000,No Mileage,2000,"Nasr City, Cairo•",2 days ago,2000,Call,33
"EGP 1,100,000",Toyota Corolla 2021,No Mileage,2021,"Mokattam, Cairo•",2 days ago,2021,Call,33
"EGP 4,300,000",Audi A7 S-Line 2023,No Mileage,2023,"New Cairo, Cairo•",2 days ago,2023,Call,33
"EGP 260,000",أوبل أسترا 2005,No Mileage,2005,"Hadayek al-Kobba, Cairo•",2 days ago,2005,Call,33
"EGP 1,050,000",تويوتا كورولا 2022 خليجي فابريكه 2022  Toyota Corolla,No Mileage,2022,"Seyouf, Alexandria•",2 days ago,2022,Call,33
"EGP 200,000",سبيرانزا إيه 516 2011,No Mileage,2011,"6th of October, Giza•",2 days ago,2011,Call,33
"EGP 600,000",Mitsubishi Lancer GLX 2007,No Mileage,2007,"El Maadi, Maadi•",2 days ago,2007,Call,33
"EGP 390,000",Hyundai H100 2006,No Mileage,2006,"Zahraa Al Maadi, Cairo•",2 days ago,2006,Call,33
"EGP 580,000",Chevrolet Optra 2021,No Mileage,2021,"Zahraa Al Maadi, Cairo•",2 days ago,2021,Call,33
"EGP 170,000",سوزوكي ماروتى 2010,No Mileage,2010,"Arbaeen, Suez•",2 days ago,2010,Call,33
"EGP 890,000",Mercedes-Benz C180 2010,No Mileage,2010,"Mokattam, Cairo•",2 days ago,2010,Call,33
"EGP 1,090,000",Hyundai Tucson 2017,No Mileage,2017,"Mokattam, Cairo•",2 days ago,2017,Call,33
"EGP 780,000",Nissan Sentra 2024,No Mileage,2024,"6th of October, Giza•",2 days ago,2024,Call,33
"EGP 690,000",Mercedes-Benz B160 2011,No Mileage,2011,"Mohandessin, Giza•",2 days ago,2011,Call,33
"EGP 360,000",جيلى امجراند 7 2016,No Mileage,2016,"Sheikh Zayed, Giza•",2 days ago,2016,Call,33
"EGP 265,000",هيونداي فيرنا 2006,No Mileage,2006,"Badr City, Cairo•",2 days ago,2006,Call,33
"EGP 100,000",لادا 2107 2006,No Mileage,2006,"3rd Settlement, New Cairo•",2 days ago,2006,Call,33
"EGP 560,000",اجدد تويوتا كورولا 2007 TOYOTA CROLA,No Mileage,2007,"Fayoum City, Fayoum•",2 days ago,2007,Call,33
"EGP 860,000",متسوبيشي لانسر 2018يمكن دفع 90000والباقي حتي 5سنوات,No Mileage,2018,"Damietta City, Damietta•",2 days ago,2018,Call,33
"EGP 1,685,000",كيا سبورتاج 2023,No Mileage,2023,"5th Settlement, New Cairo•",2 days ago,2023,Call,33
"EGP 1,700,000",Mercedes-Benz S350 2007,No Mileage,2007,"Madinaty, Cairo•",2 days ago,2007,Call,33
"EGP 775,000",تويوتا بيلتا 2022يمكن دفع 75000والباقي حتى 7سنوات,No Mileage,2022,"Damietta City, Damietta•",2 days ago,2022,Call,33
"EGP 875,000",Golf 7.5 - 2018 - PERFECT CONDITION,No Mileage,2018,"Heliopolis, Cairo•",2 days ago,2018,Call,33
"EGP 5,000,000",Jaguar F-Type P300 Coupé 2023 Wakel MTI,No Mileage,2023,"Heliopolis, Cairo•",2 days ago,2023,Call,33
"EGP 460,000",Peugeot 208 2015,No Mileage,2015,"Heliopolis, Cairo•",2 days ago,2015,Call,33
"EGP 580,000",سوزوكي سياز 2016يمكن دفع55000والباقي حتى 7سنوات,No Mileage,2016,"Damietta City, Damietta•",2 days ago,2016,Call,33
"EGP 775,000",Jeep Grand Cherokee 4xe 2008,No Mileage,2008,"Industrial Area, 6th of October•",2 days ago,2008,Call,33
"EGP 1,450,000",Mercedes-Benz E300 2010,No Mileage,2010,"Madinaty, Cairo•",2 days ago,2010,Call,33
"EGP 210,000",كيا شوما 2000,No Mileage,2000,"Al Feshn, Beni Suef•",2 days ago,2000,Call,33
"EGP 435,000",بروتون جين-2 2012 اقل مقدم180000والباقي على 5سنوات,No Mileage,2012,"Damietta City, Damietta•",2 days ago,2012,Call,33
"EGP 580,000",سوزوكي سياز 2016يمكن دفع55000والباقي حتى 7سنوات,No Mileage,2016,"Damietta City, Damietta•",2 days ago,2016,Call,34
"EGP 775,000",Jeep Grand Cherokee 4xe 2008,No Mileage,2008,"Industrial Area, 6th of October•",2 days ago,2008,Call,34
"EGP 1,450,000",Mercedes-Benz E300 2010,No Mileage,2010,"Madinaty, Cairo•",2 days ago,2010,Call,34
"EGP 210,000",كيا شوما 2000,No Mileage,2000,"Al Feshn, Beni Suef•",2 days ago,2000,Call,34
"EGP 435,000",بروتون جين-2 2012 اقل مقدم180000والباقي على 5سنوات,No Mileage,2012,"Damietta City, Damietta•",2 days ago,2012,Call,34
"EGP 450,000",Hyundai Avante 2004,No Mileage,2004,"Markaz Sohag, Sohag•",2 days ago,2004,Call,34
"EGP 165,000",سوزوكي ماروتى 2011,No Mileage,2011,"Faisal District, Suez•",2 days ago,2011,Call,34
"EGP 950,000",Bestune B70 2023 بيستون بى 70 بحاله ممتازه,No Mileage,2023,"Shubra, Cairo•",2 days ago,2023,Call,34
"EGP 500,000",نيسان تيدا 2009 نيسان,No Mileage,2009,"Gesr Al Suez, Cairo•",2 days ago,2009,Call,34
"EGP 1,175,000",هوندا أكورد 2021,No Mileage,2021,"1st District, 6th of October•",2 days ago,2021,Call,34
"EGP 2,050,000",بيجو 408 موديل 2025 gt pack ٩٠٠٠ ك اعلي فئه لقطهlike zero 408 gt pack,No Mileage,2025,"Heliopolis, Cairo•",2 days ago,2025,Call,34
"EGP 135,000",فيات سيينا 2000,No Mileage,2000,"Haram, Giza•",2 days ago,2000,Call,34
"EGP 1,250,000",Seat Ateca 2022,No Mileage,2022,"7th District, 6th of October•",2 days ago,2022,Call,34
"EGP 290,000",Renault Megane 2006,No Mileage,2006,"Mokattam, Cairo•",2 days ago,2006,Call,34
"EGP 470,000",Volkswagen Jetta 2008,No Mileage,2008,"1st Settlement, New Cairo•",2 days ago,2008,Call,34
"EGP 1,450,000",Audi A4 2017 for sale اودى اعلى فئة فبريكا,No Mileage,2017,"5th Settlement, New Cairo•",2 days ago,2017,Call,34
"EGP 1,150,000",فولكسفاغن تيجوان 2017,No Mileage,2017,"Waslet Dahshur, Sheikh Zayed•",2 days ago,2017,Call,34
"EGP 510,000",فورد فوكس 2015,No Mileage,2015,"1st Settlement, New Cairo•",2 days ago,2015,Call,34
"EGP 450,000",Lada Granta 2020,No Mileage,2020,"Abu Qir, Alexandria•",2 days ago,2020,Call,34
"EGP 110,000",شيرى أخرى 2005,No Mileage,2005,"Nasr City, Cairo•",2 days ago,2005,Call,34
"EGP 1,970,000",Skoda Superb 2023,No Mileage,2023,"New Cairo, Cairo•",2 days ago,2023,Call,34
"EGP 450,000",MG 750 2017,No Mileage,2017,"Sheikh Zayed, Giza•",2 days ago,2017,Call,34
"EGP 345,000",شيفروليه افيو ٢٠١٠ اوتوماتيك خليجى فابريكا كالزيرو رخصه ٣سنين,No Mileage,2010,"Downtown Cairo, Cairo•",2 days ago,2010,Call,34
"EGP 255,000",هيونداي أكسنت 2006,No Mileage,2006,"Gesr Al Suez, Cairo•",2 days ago,2006,Call,34
"EGP 260,000",Daewoo Nubira 2005,No Mileage,2005,"Luxor City, Luxor•",2 days ago,2005,Call,34
"EGP 1,420,000",كيا سبورتاج 2020 اعلي فئة,No Mileage,2020,"Nasr City, Cairo•",2 days ago,2020,Call,34
"EGP 1,300,000",ام جى اتش اس - MG HS,No Mileage,2025,"Nasr City, Cairo•",2 days ago,2025,Call,34
"EGP 3,300,000",Mercedes-Benz C180 2023,No Mileage,2023,"Sheikh Zayed, Giza•",2 days ago,2023,Call,34
"EGP 280,000",نوع أخر أخرى 2009,No Mileage,2009,"1st Settlement, New Cairo•",2 days ago,2009,Call,34
"EGP 110,000",Chery QQ 2005,No Mileage,2005,"Al Waha City, Nasr City•",2 days ago,2005,Call,34
"EGP 1,700,000",MINI Convertible 2021,No Mileage,2021,"Garana Compound, 6th of October•",2 days ago,2021,Call,34
"EGP 135,000",فيات سيينا 2002,No Mileage,2002,"Shorouk City, Cairo•",2 days ago,2002,Call,34
"EGP 2,950,000",Mercedes-Benz E180 2017,No Mileage,2017,"Madinaty, Cairo•",2 days ago,2017,Call,34
"EGP 320,000",فولكسفاغن كروس فوكس 2007,No Mileage,2007,"Banha, Qalyubia•",2 days ago,2007,Call,34
"EGP 570,000",رينو فلوينس 2016,No Mileage,2016,"Heliopolis, Cairo•",2 days ago,2016,Chat,34
"EGP 175,000",فيات شاهين ٢٠١,No Mileage,2010,"Corniche El Maadi, Maadi•",2 days ago,2010,Call,34
"EGP 2,950,000",مرسيدس بنز سي 180 2024,No Mileage,2024,"1st Settlement, New Cairo•",2 days ago,2024,Call,34
"EGP 170,000",Fiat Siena 2002,No Mileage,2002,"Palm hub, Shorouk City•",2 days ago,2002,Call,34
"EGP 1,080,000",Kia Grand Cerato 2022,No Mileage,2022,"Madinaty, Cairo•",2 days ago,2022,Call,34
"EGP 630,000",Volkswagen Passat 2008,No Mileage,2008,"Glim, Alexandria•",2 days ago,2008,Chat,34
"EGP 290,000",Ford Focus 2002,No Mileage,2002,"Maadi, Cairo•",2 days ago,2002,Call,34
"EGP 240,000",أوبل فيكترا 2001,No Mileage,2001,"Gesr Al Suez, Cairo•",2 days ago,2001,Call,34
"EGP 300,000",Renault Logan 2013,No Mileage,2013,"Sheikh Zayed, Giza•",2 days ago,2013,Call,34
"EGP 1,650,000",سيات تاراكو 2021,No Mileage,2021,"1st Settlement, New Cairo•",2 days ago,2021,Call,34
"EGP 2,980,000",BMW X1 M Sport 2025(Black)(فبريكة بالكامل)(ضمان الوكيل)(رخصة٣سنين),No Mileage,2025,"New Cairo, Cairo•",2 days ago,2025,Call,34
"EGP 290,000",Ford Focus 2002,No Mileage,2002,"Maadi, Cairo•",2 days ago,2002,Call,35
"EGP 240,000",أوبل فيكترا 2001,No Mileage,2001,"Gesr Al Suez, Cairo•",2 days ago,2001,Call,35
"EGP 300,000",Renault Logan 2013,No Mileage,2013,"Sheikh Zayed, Giza•",2 days ago,2013,Call,35
"EGP 1,650,000",سيات تاراكو 2021,No Mileage,2021,"1st Settlement, New Cairo•",2 days ago,2021,Call,35
"EGP 2,980,000",BMW X1 M Sport 2025(Black)(فبريكة بالكامل)(ضمان الوكيل)(رخصة٣سنين),No Mileage,2025,"New Cairo, Cairo•",2 days ago,2025,Call,35
"EGP 1,950,000",Mercedes-Benz GLA 200 2020,No Mileage,2020,"Rehab City, New Cairo•",2 days ago,2020,Call,35
"EGP 1,000,050",ميتسوبيشي إكسباندر 2021,No Mileage,2021,"6th of October, Giza•",2 days ago,2021,Call,35
"EGP 550,000",فيات بونتو 2017,No Mileage,2017,"Gesr Al Suez, Cairo•",2 days ago,2017,Call,35
"EGP 265,000",أوبل أسترا 2004,No Mileage,2004,"Talkha, Dakahlia•",2 days ago,2004,Call,35
"EGP 425,000",رينو لوجان 2017/ Renault logan 2017,No Mileage,2017,"Glim, Alexandria•",2 days ago,2017,Call,35
"EGP 300,000",رينو لوجان 2013,No Mileage,2013,"6th of October, Giza•",2 days ago,2013,Call,35
"EGP 990,000",تويوتا كورولا 2021,No Mileage,2021,"Nasr City, Cairo•",2 days ago,2021,Call,35
"EGP 1,750,000",مرسيدس بنز سي 180 اكسكلوزيف2015 Mercedes. . C180. . Exclusive. . zerooo,No Mileage,2015,"5th Settlement, New Cairo•",2 days ago,2015,Call,35
"EGP 715,000",كيا ريو 2016,No Mileage,2016,"Tanta, Gharbia•",2 days ago,2016,Call,35
"EGP 860,000",Jeep Cherokee 2011 / جيب شيروكى ٢٠١١ فبريكه بالكامل,No Mileage,2011,"Nasr City, Cairo•",2 days ago,2011,Call,35
"EGP 400,000",Citroen C4 2005,No Mileage,2005,"Zat, 6th of October•",2 days ago,2005,Chat,35
"EGP 1,200,000",Seat Ateca 2021,No Mileage,2021,"5th Settlement, New Cairo•",2 days ago,2021,Call,35
"EGP 1,950,000",بي ام دبليو 520 2019 بحالة الزيروووBMW. . 520i. . zeroooo,No Mileage,2019,"5th Settlement, New Cairo•",2 days ago,2019,Call,35
"EGP 610,000",Proton Saga 2024,No Mileage,2024,"New Cairo, Cairo•",2 days ago,2024,Call,35
"EGP 1,200,000",Nissan Juke 2025,No Mileage,2025,"Almazah, Cairo•",2 days ago,2025,Call,35
"EGP 115,000",جيلى فروته موديل 2004بحاله ممتازه,No Mileage,2004,"Downtown Cairo, Cairo•",2 days ago,2004,Call,35
"EGP 1,600,000",مرسيدس بنز اي 250 2011,No Mileage,2011,"Sharq District, Port Said•",2 days ago,2011,Call,35
"EGP 1,150,000",Volkswagen Passat 2019 2019 فولكسفاغن باسات موديل 2019 مالك اول,No Mileage,2019,"New Cairo, Cairo•",2 days ago,2019,Chat,35
"EGP 300,000",جريت وول هوفر 2007,No Mileage,2007,"Helmeyat El Zaytoun, Cairo•",2 days ago,2007,Call,35
"EGP 305,000",هيونداي فيرنا 2007,No Mileage,2007,"Agouza, Giza•",2 days ago,2007,Call,35
"EGP 1,150,000",Mercedes-Benz C280 2008,No Mileage,2008,"Heliopolis, Cairo•",2 days ago,2008,Call,35
"EGP 1,750,000",Mercedes-Benz C180 2015,No Mileage,2015,"Mansura, Dakahlia•",2 days ago,2015,Call,35
"EGP 1,100,000",Opel Insignia 2018 اوبل  انسيجنيا توب لاين ٢٠١٨,No Mileage,2018,"Rehab City, New Cairo•",2 days ago,2018,Call,35
"EGP 160,000",بروتون ويرا 2000,No Mileage,2000,"Shebin al-Koum, Monufia•",2 days ago,2000,Call,35
"EGP 290,000",عربيه جلوري اتوماتيك 2015,No Mileage,2015,"Moharam Bik, Alexandria•",2 days ago,2015,Call,35
"EGP 120,000",سوزوكي ماروتى 2013,No Mileage,2013,"Miami, Alexandria•",2 days ago,2013,Call,35
"EGP 220,000",بروتون واجا 2005,No Mileage,2005,"Faisal, Giza•",2 days ago,2005,Call,35
"EGP 3,100,000",BMW I4 2024,No Mileage,2024,"New Cairo, Cairo•",2 days ago,2024,Call,35
"EGP 715,000",مازدا 3 2020,No Mileage,2020,"Heliopolis, Cairo•",2 days ago,2020,Call,35
"EGP 1,000,000",كيا سول 2017,No Mileage,2017,"Zohour District, Port Said•",2 days ago,2017,Chat,35
"EGP 410,000",Nissan Sunny 2015,No Mileage,2015,"Badr City, Cairo•",2 days ago,2015,Call,35
"EGP 3,500,000",Tesla Model X 2022,No Mileage,2022,"New Cairo, Cairo•",2 days ago,2022,Call,35
"EGP 260,000",Geely Pandido 2016,No Mileage,2016,"Via, Sheikh Zayed•",2 days ago,2016,Call,35
"EGP 2,200,000",Mercedes-Benz A200 2023,No Mileage,2023,"New Cairo, Cairo•",2 days ago,2023,Call,35
